observed_at,tick_time,symbol,bid,ask,spread_points
2026-08-31T12:56:52.131496+00:00,2026-08-31T15:56:51.169000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:56:53.135666+00:00,2026-08-31T15:56:51.169000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:56:54.139365+00:00,2026-08-31T15:56:53.569000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:55.142524+00:00,2026-08-31T15:56:53.569000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:56.145084+00:00,2026-08-31T15:56:56.226000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:56:57.148128+00:00,2026-08-31T15:56:57.057000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:58.151381+00:00,2026-08-31T15:56:57.057000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:59.154620+00:00,2026-08-31T15:56:57.057000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:57:00.157847+00:00,2026-08-31T15:56:57.057000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:57:01.160438+00:00,2026-08-31T15:57:01.024000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:02.163513+00:00,2026-08-31T15:57:01.024000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:03.166174+00:00,2026-08-31T15:57:01.024000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:04.172095+00:00,2026-08-31T15:57:03.456000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:57:05.175134+00:00,2026-08-31T15:57:04.353000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:06.178491+00:00,2026-08-31T15:57:04.353000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:07.181958+00:00,2026-08-31T15:57:04.353000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:08.185642+00:00,2026-08-31T15:57:04.353000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:09.188876+00:00,2026-08-31T15:57:09.089000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:57:10.193679+00:00,2026-08-31T15:57:09.568000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:57:11.197166+00:00,2026-08-31T15:57:10.432000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:57:12.201140+00:00,2026-08-31T15:57:10.432000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:57:13.203707+00:00,2026-08-31T15:57:12.705000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:57:14.207829+00:00,2026-08-31T15:57:13.537000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:57:15.211031+00:00,2026-08-31T15:57:14.624000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:57:16.214547+00:00,2026-08-31T15:57:16.096000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:57:17.218250+00:00,2026-08-31T15:57:16.769000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:57:18.221422+00:00,2026-08-31T15:57:17.664000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:57:19.224235+00:00,2026-08-31T15:57:18.624000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:57:20.227994+00:00,2026-08-31T15:57:18.624000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:57:21.232106+00:00,2026-08-31T15:57:21.057000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:22.235037+00:00,2026-08-31T15:57:21.505000+00:00,GBPUSD,1.35393,1.35395,2.0
2026-08-31T12:57:23.238661+00:00,2026-08-31T15:57:22.497000+00:00,GBPUSD,1.35392,1.35394,2.0
2026-08-31T12:57:24.241069+00:00,2026-08-31T15:57:22.497000+00:00,GBPUSD,1.35392,1.35394,2.0
2026-08-31T12:57:25.244628+00:00,2026-08-31T15:57:22.497000+00:00,GBPUSD,1.35392,1.35394,2.0
2026-08-31T12:57:26.248283+00:00,2026-08-31T15:57:22.497000+00:00,GBPUSD,1.35392,1.35394,2.0
2026-08-31T12:57:27.252281+00:00,2026-08-31T15:57:22.497000+00:00,GBPUSD,1.35392,1.35394,2.0
2026-08-31T12:57:28.256619+00:00,2026-08-31T15:57:27.617000+00:00,GBPUSD,1.35394,1.35396,2.0
2026-08-31T12:57:29.295007+00:00,2026-08-31T15:57:27.617000+00:00,GBPUSD,1.35394,1.35396,2.0
2026-08-31T12:57:30.297649+00:00,2026-08-31T15:57:30.144000+00:00,GBPUSD,1.3538999999999999,1.35392,2.0
2026-08-31T12:57:31.302680+00:00,2026-08-31T15:57:31.264000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:32.306037+00:00,2026-08-31T15:57:31.264000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:33.308926+00:00,2026-08-31T15:57:31.264000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:34.312154+00:00,2026-08-31T15:57:31.264000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:35.315239+00:00,2026-08-31T15:57:31.264000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:36.319200+00:00,2026-08-31T15:57:31.264000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:37.322276+00:00,2026-08-31T15:57:31.264000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:38.326105+00:00,2026-08-31T15:57:38.273000+00:00,GBPUSD,1.35386,1.35388,2.0
2026-08-31T12:57:39.328806+00:00,2026-08-31T15:57:38.977000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:57:40.332073+00:00,2026-08-31T15:57:39.840000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:41.335006+00:00,2026-08-31T15:57:39.840000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:42.340523+00:00,2026-08-31T15:57:39.840000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:43.343302+00:00,2026-08-31T15:57:43.143000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:44.346933+00:00,2026-08-31T15:57:43.143000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:45.350619+00:00,2026-08-31T15:57:43.143000+00:00,GBPUSD,1.35388,1.3538999999999999,2.0
2026-08-31T12:57:46.356214+00:00,2026-08-31T15:57:45.543000+00:00,GBPUSD,1.35389,1.35391,2.0
2026-08-31T12:57:47.359244+00:00,2026-08-31T15:57:45.543000+00:00,GBPUSD,1.35389,1.35391,2.0
